Location,Post Office,State,Postcode,Latitude,Longitude
Kampung Kuala Besar,Kota Bharu,Kelantan,15350,6.176718,102.253881
Kampung Kubang Bongor (Kubang Kerian),Kota Bharu,Kelantan,16150,6.0621292,102.2968712
Kampung Kubang Bongor (Mulong),Kota Bharu,Kelantan,16010,6.021791,102.288803
Kampung Kubang Cherang,Kota Bharu,Kelantan,15100,6.0852287,102.2270559
Kampung Kubang Cherom,Kota Bharu,Kelantan,15100,6.0302588,102.2033025
Kampung Kubang Itek,Kota Bharu,Kelantan,16010,6.0499692,102.2490697
Kampung Kubang Kacang,Kota Bharu,Kelantan,15150,6.065924,102.2579567
Kampung Kubang Kachang,Kota Bharu,Kelantan,16010,6.0658197,102.2588154
Kampung Kubang Keranji,Kota Bharu,Kelantan,16150,6.05001,102.2809072
Kampung Kubang Palas,Kota Bharu,Kelantan,16150,6.125535,102.252502
Kampung Kubang Rawa,Kota Bharu,Kelantan,15100,6.0295926,102.1810528
Kampung Kubang Rimau,Kota Bharu,Kelantan,15400,6.1431523,102.2605144
Kampung Kubang Siput,Kota Bharu,Kelantan,16150,6.069549,102.27681
Kampung Kubang Tuman,Kota Bharu,Kelantan,15400,6.142901,102.2569859
Kampung Kubor Kuda,Kota Bharu,Kelantan,15050,6.120576,102.2381438
Kampung Kubur Datu,Kota Bharu,Kelantan,16150,6.12907,102.2403949
Kampung Kubur Pinang,Kota Bharu,Kelantan,15100,6.0974888,102.2294356
Kampung Kukang,Kota Bharu,Kelantan,16010,6.092422,102.1086
Kampung Landak,Kota Bharu,Kelantan,16100,6.154062,102.286825
Kampung Langgang,Kota Bharu,Kelantan,15400,6.1431523,102.2605144
Kampung Langgar,Kota Bharu,Kelantan,15200,6.1151642,102.2494273
Kampung Langgis,Kota Bharu,Kelantan,15150,6.0989753,102.2531091
Kampung Langgok,Kota Bharu,Kelantan,15100,6.116105,102.247971
Kampung Langgut,Kota Bharu,Kelantan,15100,6.0302588,102.2033025
Kampung Lapan Pari,Kota Bharu,Kelantan,15350,6.102834,102.260214
Kampung Larak,Kota Bharu,Kelantan,15100,6.122013,102.252267
Kampung Lasah,Kota Bharu,Kelantan,15150,6.0989753,102.2531091
Kampung Lating,Kota Bharu,Kelantan,16010,6.044358,102.2546361
Kampung Lekong,Kota Bharu,Kelantan,16150,6.10508,102.334934
Kampung Lembu,Kota Bharu,Kelantan,16010,6.040291,102.202222
Kampung Limau Manis,Kota Bharu,Kelantan,15050,6.115047,102.237502
Kampung Limbat (Kubang Kerian),Kota Bharu,Kelantan,16150,6.0869673,102.2762529
Kampung Lubok Jambu,Kota Bharu,Kelantan,16010,6.0307586,102.2308738
Kampung Lubok Pukul,Kota Bharu,Kelantan,16150,6.0724858,102.3178524
Kampung Lubut Bunut,Kota Bharu,Kelantan,16010,6.0499692,102.2490697
Kampung Lundang,Kota Bharu,Kelantan,15150,6.099947,102.2596189
Kampung Lundong Paku,Kota Bharu,Kelantan,15100,5.9922051,102.2008951
Kampung Machang Limbat,Kota Bharu,Kelantan,16150,6.0494478,102.2719604
Kampung Madat,Kota Bharu,Kelantan,15350,6.1294184,102.2426901
Kampung Manok,Kota Bharu,Kelantan,16010,6.043333,102.238212
Kampung Marak,Kota Bharu,Kelantan,16150,6.0941108,102.2333328
Kampung Marak Banggu,Kota Bharu,Kelantan,16150,6.10508,102.334934
Kampung Masar,Kota Bharu,Kelantan,15100,6.0302588,102.2033025
Kampung Mashar,Kota Bharu,Kelantan,15150,6.0989753,102.2531091
Kampung Masjid Kota,Kota Bharu,Kelantan,15100,6.08502,102.2276329
Kampung Masjid Padang Enggang,Kota Bharu,Kelantan,16010,6.0866139,102.2441104
Kampung Masjid Pintu Gang,Kota Bharu,Kelantan,15100,6.1030473,102.230798
Kampung Mentera,Kota Bharu,Kelantan,16150,6.053247,102.321752
Kampung Mentuan,Kota Bharu,Kelantan,16150,6.1060641,102.2384978
Kampung Meranti,Kota Bharu,Kelantan,15400,6.046785,102.139656
Kampung Merbau Badang,Kota Bharu,Kelantan,15350,6.1919848,102.2639346
Kampung Mesa,Kota Bharu,Kelantan,15100,6.0302588,102.2033025
Kampung Nangka (Kubang Kerian),Kota Bharu,Kelantan,16150,6.0614842,102.3270241
Kampung Nilam Baru,Kota Bharu,Kelantan,16010,6.035953,102.2515495
Kampung Nilam Puri,Kota Bharu,Kelantan,16010,6.0305105,102.2403815
Kampung Padang Bemban Bukit Marak,Kota Bharu,Kelantan,16150,6.10508,102.334934
Kampung Padang Bongor,Kota Bharu,Kelantan,16150,6.137104,102.2579831
Kampung Padang Bukit Marak,Kota Bharu,Kelantan,16150,6.0621292,102.2968712
Kampung Padang Chenak,Kota Bharu,Kelantan,16100,6.1679361,102.3120304
Kampung Padang Chenok,Kota Bharu,Kelantan,15100,6.122013,102.252267
Kampung Padang Chenok Salor,Kota Bharu,Kelantan,15100,6.0344668,102.1740427
Kampung Padang Darat,Kota Bharu,Kelantan,15150,6.1281806,102.2486144
Kampung Padang Demit,Kota Bharu,Kelantan,16150,6.1050939,102.2855774
Kampung Padang Durian,Kota Bharu,Kelantan,16150,6.054333,102.3179052
Kampung Padang Enggang,Kota Bharu,Kelantan,15100,6.079981,102.2428822
Kampung Padang Jamilah,Kota Bharu,Kelantan,16100,6.1679361,102.3120304
Kampung Padang Jerman,Kota Bharu,Kelantan,15100,6.0302588,102.2033025
Kampung Padang Kechik,Kota Bharu,Kelantan,15200,6.1117248,102.2719604
Kampung Padang Kekabu,Kota Bharu,Kelantan,16150,6.0858518,102.2274664
Kampung Padang Layang,Kota Bharu,Kelantan,15100,6.045715,102.218762
Kampung Padang Layang Pendek,Kota Bharu,Kelantan,15100,6.045715,102.218762
Kampung Padang Penyadap,Kota Bharu,Kelantan,16010,6.0499692,102.2490697
Kampung Padang Penyedap,Kota Bharu,Kelantan,15150,6.0989753,102.2531091
Kampung Padang Puteh,Kota Bharu,Kelantan,16010,5.8374432,102.3831202
Kampung Padang Rawa 1 & 2,Kota Bharu,Kelantan,15100,6.0302588,102.2033025
Kampung Padang Sakar,Kota Bharu,Kelantan,15100,6.0385595,102.188009
Kampung Padang Seri Paduka,Kota Bharu,Kelantan,16150,6.1163798,102.2905777
Kampung Padang Tal Limbat,Kota Bharu,Kelantan,16100,6.1679361,102.3120304
Kampung Padang Tengah,Kota Bharu,Kelantan,15100,5.958512,102.2297558
Kampung Pagar Jawa,Kota Bharu,Kelantan,16100,6.111099,102.2457905
Kampung Pak Boh,Kota Bharu,Kelantan,16100,6.1679361,102.3120304
Kampung Pak Da Jaafar,Kota Bharu,Kelantan,15200,6.1117248,102.2719604
Kampung Pak Dewi,Kota Bharu,Kelantan,16150,6.122013,102.252267
Kampung Pak Kemek,Kota Bharu,Kelantan,16100,6.1679361,102.3120304
Kampung Pak Lomah,Kota Bharu,Kelantan,15100,6.0302588,102.2033025
Kampung Pak Romat,Kota Bharu,Kelantan,16150,6.0350423,102.2987732
Kampung Palang Tal Limbat,Kota Bharu,Kelantan,16150,6.10508,102.334934
Kampung Paloh,Kota Bharu,Kelantan,15100,6.130078,102.2173031
Kampung Paloh Benut,Kota Bharu,Kelantan,15350,6.1294184,102.2426901
Kampung Paloh Jambatan,Kota Bharu,Kelantan,15100,6.111433,102.231332
Kampung Panjang,Kota Bharu,Kelantan,16150,6.0756298,102.3088803
Kampung Pantai Mek Mas,Kota Bharu,Kelantan,15350,6.2157909,102.2434379
Kampung Pantai Pulau Kudur,Kota Bharu,Kelantan,15350,6.2021181,102.2569975
Kampung Parit,Kota Bharu,Kelantan,16150,6.0878328,102.2740251
Kampung Parit China,Kota Bharu,Kelantan,15100,6.0302588,102.2033025
Kampung Paroh Menerong,Kota Bharu,Kelantan,16100,6.1679361,102.3120304
Kampung Pasir Ara,Kota Bharu,Kelantan,16150,6.1157276,102.3234816
Kampung Pasir Hor,Kota Bharu,Kelantan,15200,6.0901577,102.2644488
Kampung Pasir Jelatang,Kota Bharu,Kelantan,16150,6.0816095,102.2656332
Kampung Pasir Kota,Kota Bharu,Kelantan,15100,6.075736,102.210421
Kampung Pasir Lada,Kota Bharu,Kelantan,15200,6.0869673,102.2762529
Kampung Pasir Tumboh,Kota Bharu,Kelantan,16150,6.1157276,102.3234816
Kampung Pauh,Kota Bharu,Kelantan,16100,6.0448288,102.131711
Kampung Pauh Butut,Kota Bharu,Kelantan,16010,6.0642876,102.2628946
Kampung Pauh Dua,Kota Bharu,Kelantan,16150,6.0783482,102.3189085
Kampung Pauh Padang Tengah,Kota Bharu,Kelantan,15100,6.0302588,102.2033025
Kampung Pauh Panji,Kota Bharu,Kelantan,15200,6.0448288,102.131711
Kampung Pauh Pantai Cinta Berahi,Kota Bharu,Kelantan,15350,6.1294184,102.2426901
Kampung Pauh Simpang,Kota Bharu,Kelantan,15200,6.1117248,102.2719604
Kampung Pauh Telaga Nibong,Kota Bharu,Kelantan,15400,6.1781209,102.268829
Kampung Pauh Tok Sandang,Kota Bharu,Kelantan,15350,6.1294184,102.2426901
Kampung Paya,Kota Bharu,Kelantan,15100,6.122013,102.252267
Kampung Paya,Kota Bharu,Kelantan,16010,6.122013,102.252267
Kampung Paya Batu,Kota Bharu,Kelantan,15200,6.1117248,102.2719604
Kampung Paya Bemban,Kota Bharu,Kelantan,15200,6.126756,102.253037
Kampung Paya Bemban (Padang Bongor),Kota Bharu,Kelantan,15400,6.129769,102.2548533
Kampung Paya Keranji,Kota Bharu,Kelantan,15150,6.0826868,102.2888894
Kampung Paya Purnama,Kota Bharu,Kelantan,15300,6.125532,102.2584181
Kampung Paya Rambai,Kota Bharu,Kelantan,15200,6.117093,102.2611651
Kampung Paya Rani,Kota Bharu,Kelantan,15200,6.1117248,102.2719604
Kampung Paya Senang,Kota Bharu,Kelantan,15150,6.102519,102.247177
Kampung Penambang,Kota Bharu,Kelantan,15350,6.148862,102.2352451
Kampung Pendek,Kota Bharu,Kelantan,15100,6.1060641,102.2384978
Kampung Pengkalan Dopah,Kota Bharu,Kelantan,15350,6.1294184,102.2426901
Kampung Pengkalan Feri,Kota Bharu,Kelantan,15100,6.0302588,102.2033025
Kampung Pengkalan Kubor Salor,Kota Bharu,Kelantan,15100,6.0175363,102.1772665
Kampung Peradong,Kota Bharu,Kelantan,16150,6.10508,102.334934
Kampung Perol,Kota Bharu,Kelantan,16010,5.9373066,102.155972
Kampung Perupok,Kota Bharu,Kelantan,15350,5.983609,102.1826059
Kampung Perupok Tikat,Kota Bharu,Kelantan,15300,6.1448809,102.2419173
Kampung Pintu Gang,Kota Bharu,Kelantan,15100,6.10165,102.2306152
Kampung Pohon Mesta,Kota Bharu,Kelantan,16150,6.1637203,102.2767701
Kampung Pulai Pasir,Kota Bharu,Kelantan,15350,6.186575,102.27973
Kampung Pulau,Kota Bharu,Kelantan,16150,6.090208,102.291142
Kampung Pulau Batang,Kota Bharu,Kelantan,15350,6.1294184,102.2426901
Kampung Pulau Belacan,Kota Bharu,Kelantan,16100,6.1369249,102.3152783
Kampung Pulau Bual,Kota Bharu,Kelantan,16100,6.1679361,102.3120304
Kampung Pulau Bunut,Kota Bharu,Kelantan,16150,6.10508,102.334934
Kampung Pulau Che Noh,Kota Bharu,Kelantan,15350,6.1294184,102.2426901
Kampung Pulau Dollah,Kota Bharu,Kelantan,15350,6.1778815,102.2984988
Kampung Pulau Gadong,Kota Bharu,Kelantan,15350,6.1294184,102.2426901
Kampung Pulau Gajah,Kota Bharu,Kelantan,16010,6.1586657,102.3301872
Kampung Pulau Gondang,Kota Bharu,Kelantan,15350,6.1294184,102.2426901
Kampung Pulau Gorek,Kota Bharu,Kelantan,15350,6.1294184,102.2426901
Kampung Pulau Kapas,Kota Bharu,Kelantan,15200,6.114053,102.2866769
Kampung Pulau Kudur,Kota Bharu,Kelantan,15350,6.2,102.2666667
Kampung Pulau Kundor,Kota Bharu,Kelantan,15350,6.2021181,102.2569975
Kampung Pulau Layat,Kota Bharu,Kelantan,15350,6.1294184,102.2426901
Kampung Pulau Panjang,Kota Bharu,Kelantan,15350,6.1783385,102.2939006
Kampung Pulau Panjang,Kota Bharu,Kelantan,16100,6.169856,102.295901
Kampung Pulau Pasir,Kota Bharu,Kelantan,15350,6.186575,102.27973
Kampung Pulau Pauh,Kota Bharu,Kelantan,16150,5.9429659,102.3105817
Kampung Pulau Pisang,Kota Bharu,Kelantan,15350,6.1822359,102.2465375
Kampung Pulau Putat,Kota Bharu,Kelantan,16010,6.0499692,102.2490697
Kampung Pulau Raja,Kota Bharu,Kelantan,16150,6.090208,102.291142
Kampung Pulau Semut,Kota Bharu,Kelantan,16010,6.0369208,102.2473456
Kampung Pulau Tebu,Kota Bharu,Kelantan,16010,6.122013,102.252267
Kampung Pulau Telok Katak,Kota Bharu,Kelantan,15350,6.1294184,102.2426901
Kampung Pulau Tengah,Kota Bharu,Kelantan,16150,6.0909784,102.2937333
Kampung Pulau Tirim,Kota Bharu,Kelantan,15350,6.1294184,102.2426901
Kampung Pulau Tukang Dollah,Kota Bharu,Kelantan,16100,6.1700516,102.2952861
Kampung Putat,Kota Bharu,Kelantan,16010,6.0499692,102.2490697
Kampung Puteh,Kota Bharu,Kelantan,15150,6.1099383,102.2447724
Kampung Rambutan Rendang,Kota Bharu,Kelantan,16100,6.135264,102.275222
Kampung Renek,Kota Bharu,Kelantan,16150,6.10508,102.334934
Kampung Rupek,Kota Bharu,Kelantan,15150,6.0779742,102.254785
Kampung Rupek,Kota Bharu,Kelantan,16010,6.0779742,102.254785
Kampung SEDC,Kota Bharu,Kelantan,16100,6.1679361,102.3120304
Kampung Salor,Kota Bharu,Kelantan,15100,6.1060641,102.2384978
Kampung Seberang Lating,Kota Bharu,Kelantan,16010,6.044358,102.2546361
Kampung Seberang Pasir Mas - Salor,Kota Bharu,Kelantan,15100,6.0366754,102.1512299
Kampung Selor,Kota Bharu,Kelantan,16150,6.050038,102.26652
Kampung Selor Limbat,Kota Bharu,Kelantan,16150,6.0500123,102.2659021
Kampung Semut Api,Kota Bharu,Kelantan,15350,6.193148,102.268606
Kampung Serian,Kota Bharu,Kelantan,15100,6.016392,102.2018605
Kampung Seribong,Kota Bharu,Kelantan,16150,6.0663804,102.2707035
Kampung Sering,Kota Bharu,Kelantan,16150,6.1060641,102.2384978
Kampung Seterpa,Kota Bharu,Kelantan,16150,6.0353377,102.2986723
Kampung Seterpa Sungai,Kota Bharu,Kelantan,16150,6.0353377,102.2986723
Kampung Seterpa Tengah,Kota Bharu,Kelantan,16150,6.10508,102.334934
Kampung Siam,Kota Bharu,Kelantan,15150,6.061288,102.222107
Kampung Simpang Tiga,Kota Bharu,Kelantan,16100,6.1618859,102.277982
Kampung Sireh,Kota Bharu,Kelantan,15050,6.1096812,102.2372012
Kampung Sireh Bawah Lembah Hilir & Hulu,Kota Bharu,Kelantan,15050,6.1098539,102.2351582
Kampung Sireh Lorong Pak Nik,Kota Bharu,Kelantan,15050,6.1190065,102.2353722
Kampung Siti Mani,Kota Bharu,Kelantan,15350,6.1294184,102.2426901
Kampung Slow,Kota Bharu,Kelantan,16150,6.090208,102.291142
Kampung Sungai,Kota Bharu,Kelantan,16150,6.0812588,102.3801344
Kampung Sungai Budor,Kota Bharu,Kelantan,15350,6.1366922,102.235049
Kampung Sungai Keladi,Kota Bharu,Kelantan,15300,6.145158,102.241062
Kampung Surau,Kota Bharu,Kelantan,15100,6.088485,102.2278349
Kampung Surau,Kota Bharu,Kelantan,16010,6.0222149,102.1863806
Kampung Surau Kota,Kota Bharu,Kelantan,15100,6.088485,102.2278349
Kampung Surau Pendek,Kota Bharu,Kelantan,15100,6.1060641,102.2384978
Kampung Tambak,Kota Bharu,Kelantan,16150,6.0917611,102.2276634
Kampung Tambak Hilir,Kota Bharu,Kelantan,16150,6.10508,102.334934
Kampung Tanjong (Kedai Buloh),Kota Bharu,Kelantan,15350,6.1788239,102.255932
Kampung Tanjong (Kubang Kerian),Kota Bharu,Kelantan,16150,6.097379,102.2967288
Kampung Tanjong Chat,Kota Bharu,Kelantan,15300,6.148303,102.245067
Kampung Tanjong Mahani,Kota Bharu,Kelantan,15350,6.1294184,102.2426901
Kampung Tanjong Mas,Kota Bharu,Kelantan,15400,6.13828,102.2648051
Kampung Tanjong Mas Lorong Meranti,Kota Bharu,Kelantan,15400,6.1336313,102.2635012
Kampung Tanjung,Kota Bharu,Kelantan,15350,6.1769336,102.2755121
Kampung Tanjung Baru (Kedai Buloh),Kota Bharu,Kelantan,15350,6.18509,102.249
Kampung Tanjung Baru (Kubang Kerian),Kota Bharu,Kelantan,16150,6.100279,102.279794
Kampung Tanjung Mulong,Kota Bharu,Kelantan,16150,6.10508,102.334934
Kampung Tapang,Kota Bharu,Kelantan,15200,6.1117248,102.2719604
Kampung Tasek Badang,Kota Bharu,Kelantan,15350,6.1294184,102.2426901
Kampung Tasek Banggu,Kota Bharu,Kelantan,16150,5.9512769,102.2911009
Kampung Tasek Kemumin,Kota Bharu,Kelantan,16100,6.1679361,102.3120304
Kampung Tasik,Kota Bharu,Kelantan,15350,5.9512769,102.2911009
Kampung Tebing Tinggi,Kota Bharu,Kelantan,16100,6.122034,102.234019
Kampung Tebing Tiong,Kota Bharu,Kelantan,15150,6.0982336,102.2331283
Kampung Tebing Tiong,Kota Bharu,Kelantan,16010,6.0982336,102.2331283
Kampung Telaga Gajah,Kota Bharu,Kelantan,15350,6.1253244,102.2357706
Kampung Telaga Limau,Kota Bharu,Kelantan,15150,6.1158451,102.2385516
Kampung Telaga Limau,Kota Bharu,Kelantan,16010,6.1158451,102.2385516
Kampung Telaga Nibong,Kota Bharu,Kelantan,15400,6.137941,102.253149
Kampung Telipot,Kota Bharu,Kelantan,15200,6.1093347,102.2440179
Kampung Telok,Kota Bharu,Kelantan,15200,6.162747,102.147655
Kampung Telok (Pengkalan Chepa),Kota Bharu,Kelantan,16100,6.168776,102.295832
Kampung Telok Baru,Kota Bharu,Kelantan,15200,6.108306,102.275226
Kampung Telok Cat,Kota Bharu,Kelantan,15100,6.0811774,102.2403286
Kampung Telok Chekering,Kota Bharu,Kelantan,15350,6.0383863,102.2038351
Kampung Telok Chengal,Kota Bharu,Kelantan,15100,6.0302588,102.2033025
Kampung Telok Kandis,Kota Bharu,Kelantan,15100,6.045744,102.211907
Kampung Tembusu Limbat,Kota Bharu,Kelantan,16150,6.10508,102.334934
Kampung Tepi Sungai,Kota Bharu,Kelantan,16150,6.116799,102.223739
Kampung Terap,Kota Bharu,Kelantan,16150,6.0580234,102.3367708
Kampung Teras,Kota Bharu,Kelantan,16150,6.0904403,102.3006921
Kampung Terusan,Kota Bharu,Kelantan,16150,6.0352368,102.2775081
Kampung Tikat,Kota Bharu,Kelantan,15350,6.151745,102.2435129
Kampung Tikat Kijang,Kota Bharu,Kelantan,15350,6.1656586,102.2496787
Kampung Tini,Kota Bharu,Kelantan,15200,6.084779,102.253973
Kampung Tiong,Kota Bharu,Kelantan,15150,6.075266,102.2577978
Kampung Tiong,Kota Bharu,Kelantan,16010,6.0624271,102.2509519
Kampung Tiong Dalam,Kota Bharu,Kelantan,16010,6.0624271,102.2509519
Kampung Tok Betek,Kota Bharu,Kelantan,15350,6.164494,102.2526889
Kampung Tok Bongkok,Kota Bharu,Kelantan,15100,5.831844,102.3984726
Kampung Tok Borak,Kota Bharu,Kelantan,16150,6.10508,102.334934
Kampung Tok Dokang,Kota Bharu,Kelantan,15350,6.1541231,102.2590762
Kampung Tok Jaafar,Kota Bharu,Kelantan,15100,6.129717,102.238446
Kampung Tok Kaya,Kota Bharu,Kelantan,16100,6.171202,102.2998079
Kampung Tok Kela,Kota Bharu,Kelantan,16150,6.10508,102.334934
Kampung Tok Lik,Kota Bharu,Kelantan,16150,6.1700825,102.2949884
Kampung Tok Panjang,Kota Bharu,Kelantan,15350,6.1783385,102.2939006
Kampung Tok Puchong,Kota Bharu,Kelantan,15350,6.1294184,102.2426901
Kampung Tok Saadan,Kota Bharu,Kelantan,15350,6.1294184,102.2426901
Kampung Tualang,Kota Bharu,Kelantan,16150,6.0382404,102.3596596
Kampung Tualang Patah,Kota Bharu,Kelantan,16150,6.10508,102.334934
Kampung Tunjong,Kota Bharu,Kelantan,16010,6.0700977,102.237014
Kampung Tunjong Dalam,Kota Bharu,Kelantan,16010,6.0700977,102.237014
Kampung Wakaf Che Yeh,Kota Bharu,Kelantan,15100,6.087531,102.2382968
Kampung Wakaf Haji Abdullah,Kota Bharu,Kelantan,15100,6.0848506,102.2256676
Kampung Wakaf Machang,Kota Bharu,Kelantan,15100,6.1236135,102.2781983
Kampung Wakaf Mek Zainab,Kota Bharu,Kelantan,15300,6.139727,102.247951
Kampung Wakaf Sena Gaung,Kota Bharu,Kelantan,15100,6.0302588,102.2033025
Kampung Wakaf Seri Paduka,Kota Bharu,Kelantan,16150,6.0833095,102.2851228
Kampung Wakaf Sireh,Kota Bharu,Kelantan,15150,6.114524,102.2330866
Kampung Wakaf Stan,Kota Bharu,Kelantan,16150,6.080024,102.289648
Kampung Wakaf Tanjung Chepa,Kota Bharu,Kelantan,16150,6.0963473,102.2976381
Kampung Wakaf Zin,Kota Bharu,Kelantan,15100,6.1117634,102.3495723
Kawasan Mel Lundang,Kota Bharu,Kelantan,15200,6.1009713,102.2597991
Kedai Baru,Kota Bharu,Kelantan,16150,6.0974436,102.2787904
Kedai Baru Bangu,Kota Bharu,Kelantan,16150,6.10508,102.334934
Kedai Baru SEDC Stadium,Kota Bharu,Kelantan,15200,6.1117248,102.2719604
Kedai Batu 8,Kota Bharu,Kelantan,16010,6.0621285,102.2384792
Kedai Buloh,Kota Bharu,Kelantan,15350,6.185802,102.2447131
Kedai Dewan Beta,Kota Bharu,Kelantan,15100,6.0147505,102.2074293
Kedai Pasir Tumboh,Kota Bharu,Kelantan,16150,6.0548773,102.2808336
Kedai Runcit Ab Razak Belukar Tapang,Kota Bharu,Kelantan,15200,6.1117248,102.2719604
Kedai Salor,Kota Bharu,Kelantan,15100,6.0448287,102.2108719
Kelab Golf DiRaja,Kota Bharu,Kelantan,15200,6.1242291,102.2404663
Kem 8 Brigade,Kota Bharu,Kelantan,16100,6.172562,102.2855609
Kem Kijang,Kota Bharu,Kelantan,15350,6.1854621,102.2642881
Kem Polis Hutan,Kota Bharu,Kelantan,16100,6.172562,102.2855609
Kencana Inn,Kota Bharu,Kelantan,15300,6.128291,102.2395331
Kepala Tembok Pasir Mas,Kota Bharu,Kelantan,15100,6.0302588,102.2033025
Ketua Audit Negeri,Kota Bharu,Kelantan,15518,6.0709842,102.2303383
Ketua Polis Negeri,Kota Bharu,Kelantan,15560,6.1700719,102.2927546
Kolej Kejururawatan dan Kesihatan Masterskill Jalan Hamzah,Kota Bharu,Kelantan,15050,6.1253453,102.2434137
Komplek Tanjong Anis,Kota Bharu,Kelantan,15300,6.1448809,102.2419173
Kompleks Belia & Sukan Panji,Kota Bharu,Kelantan,15200,3.118577,101.726605
Kompleks LKIN,Kota Bharu,Kelantan,15350,6.1294184,102.2426901
Kondominium Permai SB Jalan Kuala Krai,Kota Bharu,Kelantan,15150,6.114548,102.2423101
Koperasi Pekerja Kelantan,Kota Bharu,Kelantan,15300,6.1319538,102.2438989
Kota Bharu - Beg Berkunci,Kota Bharu,Kelantan,15990,6.1167855,102.2776838
Kota Bharu - Peti Surat (1 - 80),Kota Bharu,Kelantan,15710,6.084773,102.236171
Kota Bharu - Peti Surat (161 - 240),Kota Bharu,Kelantan,15730,6.1167855,102.2776838
Kota Bharu - Peti Surat (321 & Ke atas),Kota Bharu,Kelantan,15988,6.1167855,102.2776838
Kota Bharu - Peti Surat (81 - 160),Kota Bharu,Kelantan,15720,6.1167855,102.2776838
Kota Bharu - Peti Surat 241 - 320,Kota Bharu,Kelantan,15740,6.1167855,102.2776838
Kota Bharu Medical Centre,Kota Bharu,Kelantan,15150,6.1050265,102.2596709
Kota Bharu Trade Center,Kota Bharu,Kelantan,15000,6.1292687,102.2393905
Kota Darulnaim,Kota Bharu,Kelantan,15150,6.1091144,102.2393494
Kota Sri Mutiara,Kota Bharu,Kelantan,15150,6.1129389,102.2496367
Kuarters MARA Batu 2 Jalan Kuala Krai,Kota Bharu,Kelantan,15150,6.0989753,102.2531091
Kubang Kerian,Kota Bharu,Kelantan,16150,6.0869673,102.2762529
Kubang Kerian - Beg Berkunci,Kota Bharu,Kelantan,15159,6.0869673,102.2762529
Lapangan Terbang,Kota Bharu,Kelantan,16100,6.1697722,102.2931816
Lembaga Hasil Dalam Negeri,Kota Bharu,Kelantan,15600,6.130281,102.2367883
Limbat,Kota Bharu,Kelantan,16150,6.0494478,102.2719604
Lorong Air Batu,Kota Bharu,Kelantan,15200,6.0862616,102.2442011
Lorong Aman,Kota Bharu,Kelantan,15150,6.1103601,102.2485317
Lorong Aman Batu 2 Jalan Kuala Krai,Kota Bharu,Kelantan,15150,6.0989753,102.2531091
Lorong Asas,Kota Bharu,Kelantan,15200,6.1117248,102.2719604
Lorong Ayam Jalan Kebun Sultan,Kota Bharu,Kelantan,15300,6.1448809,102.2419173
Lorong Azam,Kota Bharu,Kelantan,15200,6.12785,102.24043
Lorong Balai Polis Salor,Kota Bharu,Kelantan,15100,6.0302588,102.2033025
Lorong Balasah,Kota Bharu,Kelantan,15100,6.0302588,102.2033025
Lorong Batik Malaysia,Kota Bharu,Kelantan,15150,6.0989753,102.2531091
Lorong Bayam Pinggir Tapang,Kota Bharu,Kelantan,15200,6.1117248,102.2719604
Lorong Belakang Batik Malaysia,Kota Bharu,Kelantan,15150,6.1177739,102.2407379
Lorong Belakang Sek.Bunut Payung,Kota Bharu,Kelantan,15150,6.0989753,102.2531091
Lorong Belakang Sekolah Langgar,Kota Bharu,Kelantan,15200,6.1117248,102.2719604
Lorong Belakang Sekolah SIC,Kota Bharu,Kelantan,15150,6.1065543,102.2508184
Lorong Belukar Telok,Kota Bharu,Kelantan,15200,6.1186832,102.2834311
Lorong Bentara Kiri,Kota Bharu,Kelantan,15200,6.1117248,102.2719604
Lorong Beringi,Kota Bharu,Kelantan,15100,6.0773253,102.228694
Lorong Bomoh Said,Kota Bharu,Kelantan,15100,6.0437862,102.2023713
Lorong C. Mat Melaka,Kota Bharu,Kelantan,15200,6.1160951,102.300791
Lorong Che Gu Batu 3,Kota Bharu,Kelantan,15150,6.1138932,102.2446397
Lorong Che Gu Ripin,Kota Bharu,Kelantan,15100,6.0302588,102.2033025
Lorong Che Hussin,Kota Bharu,Kelantan,15200,6.1231514,102.2485678
Lorong Che Majid,Kota Bharu,Kelantan,15200,6.1165641,102.2448657
